Employee_Name,EmpID,MarriedID,GenderID,DeptID,New PayRate (hour),PositionID,State,DOB,DateofHire,DateofTermination,TermReason,EmploymentStatus,ManagerID,RecruitmentSource,PerformanceScore,EmpSatisfaction,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,PerformanceScore_Norm,PerformanceScore_Scaled,EmpSatisfaction_Scaled,Tenure,Age,AgeGroup
" Esparza, Adyson     ",9044792620,1,0,5,24.0,19,MA,1982-09-02,2012-05-14,,N/A - still employed,Active,16,Website Banner Ads,Fully Meets,4,13781,9313,12838,14615,6301,15746,3747,18317,19265,7145,8474,16369,3,0.6666666666666666,0.75,12.33972602739726,42,40-49
" Baird, Laci     ",9018652619,1,0,5,26.4,19,MA,1970-05-15,2011-07-11,,N/A - still employed,Active,16,Website Banner Ads,Fully Meets,4,8844,18068,8005,15465,1402,4792,5897,15030,15239,4934,11905,14670,3,0.6666666666666666,0.75,13.183561643835617,54,50-59
" Meza, Samson     ",9010472618,1,1,5,22.0,19,MA,1989-05-06,2014-02-17,,N/A - still employed,Active,16,Website Banner Ads,Fully Meets,4,19840,15666,17968,15536,10264,16724,10858,14660,12381,11596,11968,13507,3,0.6666666666666666,0.75,10.575342465753424,35,30-39
" Bass, Deacon     ",9081132617,1,0,5,18.0,19,MA,1978-11-05,2012-02-07,,N/A - still employed,Active,16,Website Banner Ads,Fully Meets,4,6532,7889,16534,10876,14168,3310,3043,8990,3578,6113,17742,6294,3,0.6666666666666666,0.75,12.605479452054794,45,40-49
" Johnston, Kaila     ",9069152616,1,0,5,18.0,19,MA,1979-02-12,2014-12-05,,N/A - still employed,Active,16,Website Banner Ads,Fully Meets,4,16395,13037,10613,8927,14879,7870,5251,1407,1624,13447,12074,16634,3,0.6666666666666666,0.75,9.778082191780822,45,40-49
" Maynard, Cayden     ",9051802615,0,0,5,18.0,19,MA,1970-10-27,2011-04-04,,N/A - still employed,Active,16,Word of Mouth,Fully Meets,3,13100,1124,10424,9285,4970,19043,3770,12223,4562,18907,14387,9054,3,0.6666666666666666,0.5,13.452054794520548,53,50-59
" Mcguire, Araceli     ",9097862614,0,0,5,18.0,19,MA,1988-09-27,2008-07-01,,N/A - still employed,Active,16,Search Engine - Google Bing Yahoo,Fully Meets,3,3559,18079,1546,10667,4693,4610,7502,9824,15586,16659,3793,14760,3,0.6666666666666666,0.5,16.21095890410959,35,30-39
" Hardin, Naomi     ",9087722613,1,0,5,25.2,19,MA,1978-08-17,2014-09-29,,N/A - still employed,Active,16,Search Engine - Google Bing Yahoo,Fully Meets,3,10975,6250,10774,15083,11807,17846,13442,9558,17729,13282,13821,3189,3,0.6666666666666666,0.5,9.961643835616439,46,40-49
" Eaton, Darnell     ",9050662612,1,0,5,25.2,19,MA,1983-05-16,2014-02-17,,N/A - still employed,Active,16,Search Engine - Google Bing Yahoo,Fully Meets,3,8018,6517,8505,14880,7480,16135,18259,11149,19892,16510,11933,15872,3,0.6666666666666666,0.5,10.575342465753424,41,40-49
" Ritter, Zariah     ",9055362611,1,0,5,25.2,19,MA,1973-03-26,2013-05-13,,N/A - still employed,Active,16,Search Engine - Google Bing Yahoo,Fully Meets,5,10708,18957,10644,12873,2864,12892,15140,19754,12514,13025,14750,10568,3,0.6666666666666666,1.0,11.342465753424657,51,50-59
" Alexander, Kasey     ",9025022610,1,0,5,20.4,19,MA,1974-12-05,2014-06-01,,N/A - still employed,Active,14,On-campus Recruiting,Needs Improvement,5,8160,3569,19233,6797,19492,3811,17213,4051,5012,16433,7650,1637,2,0.3333333333333333,1.0,10.29041095890411,49,40-49
" Peters, Kenneth     ",9085122609,1,0,5,20.4,19,MA,1981-11-23,2007-05-11,,N/A - still employed,Active,14,Professional Society,Exceeds,3,16690,17404,12034,3045,10230,12371,7364,19344,1472,14997,15463,4976,4,1.0,0.5,17.353424657534248,42,40-49
" Hudson, Lucia     ",9062062608,1,0,5,20.4,19,MA,1984-07-07,2013-08-07,,N/A - still employed,Active,14,Professional Society,Exceeds,3,14690,16353,19611,9856,8788,15483,17004,19952,6106,6351,13533,10030,4,1.0,0.5,11.106849315068493,40,40-49
" Randall, Rashad     ",9035692607,0,1,5,17.0,19,MA,1977-11-22,2011-05-31,,N/A - still employed,Active,14,Website Banner Ads,Fully Meets,3,7868,16181,18426,1511,7576,11675,9253,10921,1703,15363,17580,13045,3,0.6666666666666666,0.5,13.295890410958904,46,40-49
" York, Hayley     ",9089802606,0,1,5,17.0,19,MA,1986-12-09,2012-09-07,,N/A - still employed,Active,14,Website Banner Ads,Fully Meets,3,8761,17073,5592,1092,12113,9707,15834,2024,3257,14811,4840,3613,3,0.6666666666666666,0.5,12.021917808219179,37,30-39
" Shepard, Salma     ",9046852605,0,1,5,20.0,19,MA,1972-09-11,2012-05-11,,N/A - still employed,Active,14,Vendor Referral,Fully Meets,3,11496,4097,6661,10037,3095,4445,15262,15408,10580,18737,10554,9777,3,0.6666666666666666,0.5,12.347945205479451,52,50-59
" Thornton, Hallie     ",9069692604,1,1,5,20.0,19,MA,1979-05-21,2012-02-07,,N/A - still employed,Active,14,Newspager/Magazine,Fully Meets,5,7049,10097,5856,13223,9257,19464,15642,18434,18568,11245,10352,13306,3,0.6666666666666666,1.0,12.605479452054794,45,40-49
" Bishop, Tiana     ",9079142603,1,1,5,19.0,19,MA,1985-09-15,2015-03-30,,N/A - still employed,Active,14,Newspager/Magazine,Fully Meets,5,1314,13990,2688,5347,9428,15712,8776,14432,10439,11047,6834,12514,3,0.6666666666666666,1.0,9.463013698630137,39,30-39
" Garcia, Regina     ",9006782602,1,0,5,22.8,19,MA,1986-10-07,2012-02-04,,N/A - still employed,Active,14,Newspager/Magazine,Fully Meets,5,6831,8247,19300,10468,11288,16877,14421,5179,12528,11165,18671,15705,3,0.6666666666666666,1.0,12.613698630136986,37,30-39
" Cochran, Julie     ",9047852601,1,1,5,16.75,19,MA,1977-09-08,2013-08-07,,N/A - still employed,Active,14,MBTA ads,Fully Meets,5,2734,13725,15060,6251,11737,1846,4270,4995,12517,13038,9668,3759,3,0.6666666666666666,1.0,11.106849315068493,47,40-49
" Pierce, Yamilet     ",9010182600,0,1,5,20.0,19,MA,1990-08-24,2012-02-04,,N/A - still employed,Active,14,MBTA ads,Fully Meets,5,6901,2263,12086,7461,17353,13009,17849,4419,7281,12354,8020,4105,3,0.6666666666666666,1.0,12.613698630136986,34,30-39
" Hartman, Amare     ",9034222599,0,0,5,20.4,19,MA,1974-01-12,2011-10-01,,N/A - still employed,Active,14,MBTA ads,Fully Meets,5,7498,7822,15646,14441,5712,2574,4581,3885,12541,16773,1266,4872,3,0.6666666666666666,1.0,12.95890410958904,50,50-59
" Lee, Cannon     ",9037692598,0,0,5,20.4,19,MA,1982-05-04,2008-02-09,2015-09-29,Another position,Voluntarily Terminated,14,MBTA ads,Fully Meets,5,4750,11357,19677,12820,4933,14928,15615,7143,10564,1470,10485,4549,3,0.6666666666666666,1.0,7.641095890410959,42,40-49
" Hodge, Yael     ",9007742597,0,0,5,26.4,19,MA,1967-06-05,2013-02-18,2013-08-19,Another position,Voluntarily Terminated,14,Employee Referral,Fully Meets,5,11706,1679,8245,14180,2783,16280,5899,19064,14276,17771,4303,12338,3,0.6666666666666666,1.0,0.4986301369863014,57,50-59
" Booker, Colton     ",9096872596,1,0,5,26.4,19,MA,1968-07-20,2012-02-20,,N/A - still employed,Active,14,Employee Referral,Fully Meets,4,1483,2648,8502,1528,10066,2519,16575,11657,7070,2260,10598,6573,3,0.6666666666666666,0.75,12.56986301369863,56,50-59
" Cunningham, Abril     ",9083442595,1,0,5,26.4,19,MA,1985-01-28,2013-08-07,,N/A - still employed,Active,14,Employee Referral,Fully Meets,4,18740,19585,5342,11964,11123,9002,1356,9013,6322,2482,9861,14553,3,0.6666666666666666,0.75,11.106849315068493,39,30-39
" Singh, Alijah     ",9034972594,1,0,5,20.4,19,MA,1988-03-06,2011-05-07,,N/A - still employed,Active,12,Employee Referral,Fully Meets,4,14280,15935,5776,9336,12053,18277,18484,3031,15240,7093,11629,3288,3,0.6666666666666666,0.75,13.361643835616439,36,30-39
" Roberts, Ayla     ",9004752593,1,0,5,20.4,19,MA,1967-06-03,2013-01-04,,N/A - still employed,Active,12,Billboard,Fully Meets,4,3759,17292,9318,16152,1712,15414,7787,5278,12640,15656,4603,17575,3,0.6666666666666666,0.75,11.695890410958905,57,50-59
" Mcfarland, Isai     ",9079432592,1,0,5,21.599999999999998,19,MA,1974-11-07,2013-11-11,,N/A - still employed,Active,12,Employee Referral,Fully Meets,3,14876,12858,19318,4043,11147,1236,19660,11369,2889,1855,15842,19207,3,0.6666666666666666,0.5,10.843835616438357,49,40-49
" Dominguez, Brent     ",9042762591,0,1,5,18.0,19,MA,1980-02-02,2011-10-01,,N/A - still employed,Active,12,Employee Referral,Exceeds,3,3606,1203,8038,16275,12440,8101,8200,15978,6353,5477,3242,12421,4,1.0,0.5,12.95890410958904,44,40-49
" Graves, Lorena     ",9037882590,0,1,5,21.0,19,MA,1991-01-28,2013-08-19,,N/A - still employed,Active,12,Employee Referral,Exceeds,3,15665,18947,9902,17091,13231,15113,16697,7357,8624,14205,7484,9963,4,1.0,0.5,11.073972602739726,33,30-39
" Mora, Lucian     ",9003112589,1,1,5,21.0,19,MA,1969-09-29,2011-11-07,,N/A - still employed,Active,12,Employee Referral,Exceeds,3,17076,3491,6477,19328,19821,12718,3993,2782,5594,10209,4512,1704,4,1.0,0.5,12.857534246575343,54,50-59
" Gould, Dangelo     ",9066902588,0,0,5,25.2,19,MA,1981-03-16,2012-09-01,,N/A - still employed,Active,12,On-campus Recruiting,Fully Meets,3,15247,3899,4711,12808,11822,6469,2725,9116,17145,7852,12155,14890,3,0.6666666666666666,0.5,12.038356164383561,43,40-49
" Horn, Humberto     ",9046762587,0,0,5,28.799999999999997,19,MA,1978-12-02,2013-07-01,,N/A - still employed,Active,12,Pay Per Click - Google,Fully Meets,3,14900,1859,12526,9628,2530,12261,8219,3273,8563,5204,6306,19904,3,0.6666666666666666,0.5,11.208219178082192,45,40-49
" Chavez, Miranda     ",9047622586,0,0,5,28.799999999999997,19,MA,1980-08-26,2016-06-07,,N/A - Has not started yet,Active,12,Social Networks - Facebook Twitter etc,Fully Meets,4,13772,15301,8565,13577,18170,4965,15931,9703,17151,8438,5705,4071,3,0.6666666666666666,0.75,8.271232876712329,44,40-49
" Mcintosh, Makena     ",9030842585,0,0,5,28.799999999999997,19,MA,1989-09-01,2014-07-07,,N/A - still employed,Active,12,Pay Per Click - Google,Fully Meets,4,14697,15300,1132,4498,16470,15521,10947,15669,9403,4050,7635,14082,3,0.6666666666666666,0.75,10.191780821917808,35,30-39
" Crawford, Armani     ",9055882584,0,0,5,28.799999999999997,19,MA,1970-02-11,2009-06-07,,N/A - still employed,Active,12,Pay Per Click - Google,Needs Improvement,4,5823,5451,19882,18908,14267,14603,10001,13409,18435,10801,13464,15606,2,0.3333333333333333,0.75,15.276712328767124,54,50-59
" Bird, Eugene     ",9007592583,1,0,5,28.799999999999997,19,MA,1965-09-09,2011-05-16,,N/A - still employed,Future Start,12,Pay Per Click - Google,Needs Improvement,3,15048,9685,8350,4142,5528,1798,13638,2660,18557,3645,11494,14795,2,0.3333333333333333,0.5,13.336986301369864,59,50-59
" Larsen, Connor     ",9010372582,0,0,5,28.799999999999997,19,MA,1965-05-09,2011-05-07,,N/A - still employed,Future Start,12,Pay Per Click - Google,Needs Improvement,3,19717,3720,19606,5836,12809,13674,19228,15818,5716,3074,18280,13974,2,0.3333333333333333,0.5,13.361643835616439,59,50-59
" Mccullough, Harley     ",9065312581,0,0,5,26.4,19,MA,1985-08-24,2013-08-19,,N/A - still employed,Future Start,12,Diversity Job Fair,Exceeds,3,15360,1918,18399,14138,16262,4403,1964,10514,19857,9481,8860,5784,4,1.0,0.5,11.073972602739726,39,30-39
" Montoya, Lucian     ",9099672580,0,0,5,26.4,19,MA,1974-01-07,2011-10-01,,attendance,Leave of Absence,12,Diversity Job Fair,Exceeds,3,10750,1760,2857,3383,18778,1110,5725,7209,17646,12453,4553,8338,4,1.0,0.5,12.95890410958904,50,50-59
" Baird, Shiloh     ",9038442579,0,0,5,26.4,19,MA,1986-07-20,2011-05-16,2015-10-25,medical issues,Voluntarily Terminated,12,Diversity Job Fair,Fully Meets,3,13183,8325,10344,14740,1358,10170,3505,11636,14052,4234,5309,3969,3,0.6666666666666666,0.5,4.446575342465754,38,30-39
" Ayers, Raymond     ",9023842578,0,0,5,26.4,19,MA,1983-03-28,2013-01-04,2016-05-25,more money,Voluntarily Terminated,11,Billboard,Fully Meets,3,3736,7413,1264,10472,11194,19259,2169,3957,14621,1441,3497,13257,3,0.6666666666666666,0.5,3.389041095890411,41,40-49
" Wyatt, Vincent     ",9002142577,0,0,5,24.0,19,MA,1972-11-09,2012-09-24,2012-09-26,hours,Voluntarily Terminated,11,Billboard,Fully Meets,4,15970,14943,7006,13024,7859,14348,1866,2612,3003,1888,5770,13950,3,0.6666666666666666,0.75,0.005479452054794521,51,50-59
" Stanley, Micah     ",9056872576,0,0,5,26.4,19,MA,1970-10-08,2011-09-26,2012-09-01,more money,Voluntarily Terminated,11,Billboard,Fully Meets,4,11663,19037,17922,9229,10416,9164,8390,3552,5753,3935,9765,9265,3,0.6666666666666666,0.75,0.9342465753424658,53,50-59
" Chen, Evan     ",9024342575,0,1,5,20.0,19,MA,1974-05-02,2014-12-05,2015-10-25,hours,Voluntarily Terminated,11,Billboard,Fully Meets,4,2560,12664,13652,13282,7472,15104,9211,17764,8255,4586,14029,15196,3,0.6666666666666666,0.75,0.8876712328767123,50,50-59
" Thornton, Serenity     ",9000582574,1,1,5,20.0,19,MA,1980-05-08,2014-09-29,2015-11-14,hours,Voluntarily Terminated,11,Billboard,Fully Meets,4,12036,16248,11094,17072,5788,15105,18708,15329,14167,15604,13213,4687,3,0.6666666666666666,0.75,1.126027397260274,44,40-49
" Rivas, Talan     ",9086292573,1,1,5,16.0,19,MA,1989-10-18,2015-11-05,2016-02-19,more money,Voluntarily Terminated,11,Billboard,Fully Meets,4,2120,19489,1449,1496,12402,11558,15267,19713,12373,11434,10848,14634,3,0.6666666666666666,0.75,0.29041095890410956,34,30-39
" Braun, Calvin     ",9024832572,1,1,5,20.0,19,MA,1967-04-19,2014-07-07,,N/A - still employed,Active,11,Pay Per Click,Fully Meets,5,1024,12876,19220,15148,17531,2515,13192,17892,4837,13295,10092,3039,3,0.6666666666666666,1.0,10.191780821917808,57,50-59
" Bender, Cale     ",9053932571,1,1,5,20.0,19,MA,1983-08-27,2011-06-27,,N/A - still employed,Active,11,Pay Per Click,Fully Meets,5,18341,5356,1024,2661,15351,13190,15655,5841,13055,11453,3091,10012,3,0.6666666666666666,1.0,13.221917808219178,41,40-49
" Vance, Kirsten     ",9041722570,1,0,5,24.0,19,MA,1970-12-22,2012-02-04,,N/A - still employed,Active,11,Professional Society,Exceeds,5,7506,15594,2252,5886,10152,7053,12858,2998,3471,10019,8365,4755,4,1.0,1.0,12.613698630136986,53,50-59
" Cox, Cade     ",9070742569,1,0,5,19.2,19,MA,1977-05-22,2012-09-01,,N/A - still employed,Active,11,Professional Society,Exceeds,5,5856,3964,8595,18830,19614,16631,8264,4781,12873,17789,5718,12421,4,1.0,1.0,12.038356164383561,47,40-49
" Wolfe, Ibrahim     ",9075052568,0,0,5,40.199999999999996,18,MA,1955-11-14,2011-09-26,,N/A - still employed,Active,11,Word of Mouth,Exceeds,5,19434,1664,16121,10390,4779,1109,13239,4082,12629,14173,9634,15453,4,1.0,1.0,12.972602739726028,68,60-69
" Schmitt, Elianna     ",9093102567,0,0,5,40.199999999999996,18,MA,1978-03-28,2009-08-01,,N/A - still employed,Active,11,Word of Mouth,Exceeds,5,6146,15981,6543,6426,6779,18581,14916,17777,9542,11581,1290,18372,4,1.0,1.0,15.126027397260273,46,40-49
" Wolfe, Colby     ",9013632566,0,0,5,40.199999999999996,18,MA,1975-12-17,2010-07-20,,N/A - still employed,Active,11,Word of Mouth,Exceeds,4,11834,18782,1055,11299,11162,13087,9860,14600,8481,13464,13187,14923,4,1.0,0.75,14.158904109589042,48,40-49
" Flowers, Marcelo     ",9029152565,0,0,5,40.199999999999996,18,MA,1975-09-30,2012-02-10,,N/A - still employed,Active,2,Word of Mouth,Exceeds,3,1979,6031,4008,8479,19889,8341,5384,18236,10229,7591,9600,19619,4,1.0,0.5,12.597260273972603,48,40-49
" Gay, Antwan     ",9049582564,0,1,5,53.0,18,MA,1977-05-09,2010-10-25,,N/A - still employed,Active,2,Word of Mouth,Fully Meets,3,15942,19922,11091,1037,4666,12299,2996,19300,2497,6168,5686,5129,3,0.6666666666666666,0.5,13.893150684931507,47,40-49
" Hoffman, Jaydan     ",9036682563,0,0,5,53.0,18,MA,1981-08-10,2012-08-16,,N/A - still employed,Active,2,Billboard,Fully Meets,4,2571,11063,3176,18428,19669,13571,12197,1636,2967,4736,5779,18414,3,0.6666666666666666,0.75,12.082191780821917,43,40-49
" Golden, Faith     ",9007782562,0,0,5,53.0,18,MA,1981-10-26,2013-09-30,,N/A - still employed,Active,2,Billboard,Fully Meets,4,18931,17761,15104,3978,12444,2860,10121,11205,18192,13531,3332,13088,3,0.6666666666666666,0.75,10.95890410958904,42,40-49
" Harvey, Kaylee     ",9056592561,1,0,5,42.0,18,MA,1976-11-15,2011-02-21,2012-09-24,unhappy,Voluntarily Terminated,2,Billboard,Fully Meets,5,8151,19133,15734,2589,19190,15896,17268,14032,3505,5349,8025,5175,3,0.6666666666666666,1.0,1.5917808219178082,47,40-49
" Peters, Kristen     ",9019042560,1,0,5,42.0,18,MA,1972-07-01,2011-10-01,2015-12-12,attendance,Voluntarily Terminated,2,Billboard,Fully Meets,5,9733,9048,14579,3956,12451,18322,15472,7895,14126,17427,3728,3306,3,0.6666666666666666,1.0,4.2,52,50-59
" Gallegos, Hadassah     ",9099622559,1,0,5,48.5,18,MA,1981-07-11,2015-02-06,,N/A - still employed,Active,2,Internet Search,Fully Meets,3,10630,11312,1456,13680,8059,7538,13928,18303,4325,16204,9035,6835,3,0.6666666666666666,0.5,9.605479452054794,43,40-49
" Cervantes, Ariel     ",9013292558,1,0,5,48.5,18,MA,1973-11-28,2014-09-18,,N/A - still employed,Active,2,Other,Fully Meets,3,16522,14557,16184,10124,9569,2331,10677,6482,9241,15208,5058,2021,3,0.6666666666666666,0.5,9.991780821917809,50,50-59
" Villanueva, Aubree     ",9094642557,0,0,5,55.0,18,MA,1983-08-09,2016-01-28,,N/A - still employed,Active,2,Search Engine - Google Bing Yahoo,Fully Meets,3,5359,4160,3634,3868,18847,15179,6650,8948,7599,12823,10027,6021,3,0.6666666666666666,0.5,8.63013698630137,41,40-49
" Dixon, Aspen     ",9099382556,0,0,5,55.0,18,MA,1970-03-10,2013-09-30,2014-07-08,retiring,Terminated for Cause,2,Search Engine - Google Bing Yahoo,Exceeds,3,2088,14756,14268,15898,15677,14612,8019,18772,17311,14162,6783,13082,4,1.0,0.5,0.7698630136986301,54,50-59
" Jensen, Keenan     ",9057642555,0,0,5,55.0,17,MA,1968-10-10,2011-01-08,2012-09-01,relocation out of area,Terminated for Cause,2,Search Engine - Google Bing Yahoo,Exceeds,3,14259,19841,5636,6328,7477,3854,18244,15902,17340,18779,2903,7873,4,1.0,0.5,1.6493150684931508,55,50-59
" Whitehead, Malakai     ",9072792554,0,0,5,55.0,16,MA,1954-09-21,2012-02-07,,N/A - still employed,Active,2,Search Engine - Google Bing Yahoo,Exceeds,3,13839,1016,12507,18752,2443,9430,15694,2748,11940,3985,17715,17950,4,1.0,0.5,12.605479452054794,70,
" Cunningham, Parker     ",9013122553,0,1,5,80.0,15,MA,1969-03-31,2015-03-30,,N/A - still employed,Active,2,Search Engine - Google Bing Yahoo,Fully Meets,3,6807,9545,14085,14005,17697,12759,5115,1351,13488,4529,6239,10531,3,0.6666666666666666,0.5,9.463013698630137,55,50-59
" Herring, Kadyn     ",9060152552,0,1,5,80.0,15,MA,1988-05-05,2015-05-01,,N/A - still employed,Active,2,Pay Per Click - Google,Fully Meets,3,6661,5773,1561,10582,4985,2519,19747,3987,7063,10089,17888,13106,3,0.6666666666666666,0.5,9.375342465753425,36,30-39
" Anderson, Aubree     ",9025452551,0,1,2,80.0,15,MA,1981-04-14,2014-09-30,,N/A - still employed,Active,2,Pay Per Click - Google,Fully Meets,3,2577,9870,14989,9999,12330,18482,17883,9588,5816,2109,1433,11398,3,0.6666666666666666,0.5,9.95890410958904,43,40-49
" Vazquez, Elise     ",9000192550,1,1,2,47.0,15,MA,1979-04-04,2015-02-16,,N/A - still employed,Active,7,Pay Per Click - Google,Fully Meets,3,5896,9776,15748,15095,16192,9515,10913,8178,6688,4031,12556,15499,3,0.6666666666666666,0.5,9.578082191780823,45,40-49
" Pierce, Monique     ",9058192549,1,1,2,47.0,15,MA,1987-06-18,2015-03-30,,N/A - still employed,Active,7,Pay Per Click - Google,Fully Meets,3,9706,16609,7210,19956,19634,19910,5581,7885,13681,2279,14247,15987,3,0.6666666666666666,0.5,9.463013698630137,37,30-39
" Higgins, Axel     ",9008602548,1,1,3,39.0,14,MA,1981-04-16,2015-05-01,,N/A - still employed,Active,7,Pay Per Click - Google,Fully Meets,3,10660,5626,2343,4216,1560,13405,18060,18859,6678,6878,15456,14113,3,0.6666666666666666,0.5,9.375342465753425,43,40-49
" Petty, Marcos     ",9047832547,1,1,3,37.0,14,MA,1988-07-18,2015-05-01,,N/A - still employed,Active,7,Employee Referral,Fully Meets,3,14118,1990,5862,17246,10039,14430,7773,8191,10426,4951,10977,9629,3,0.6666666666666666,0.5,9.375342465753425,36,30-39
" Cowan, Mia     ",9036402546,1,1,3,42.0,14,MA,1989-11-24,2015-03-30,,N/A - still employed,Active,7,Employee Referral,Fully Meets,3,15049,9414,16431,13173,5060,12455,18198,17536,9134,13346,17359,8445,3,0.6666666666666666,0.5,9.463013698630137,34,30-39
" Leonard, Tanya     ",9052732545,1,0,3,42.0,14,MA,1988-01-07,2015-05-01,,N/A - still employed,Active,7,Vendor Referral,Fully Meets,3,7229,2073,7875,7649,5168,5812,6156,19343,16757,5245,8836,5934,3,0.6666666666666666,0.5,9.375342465753425,36,30-39
" Lane, Hazel     ",9065912544,1,0,3,45.0,14,MA,1973-03-12,2011-10-06,,N/A - still employed,Active,6,Vendor Referral,Fully Meets,5,13596,9859,6852,6221,4044,5722,1735,12097,3629,3593,11953,4784,3,0.6666666666666666,1.0,12.945205479452055,51,50-59
" Harrison, Lilah     ",9020732543,1,0,3,45.0,14,MA,1988-10-05,2011-01-21,,N/A - still employed,Active,6,Glassdoor,Fully Meets,5,14301,11519,8672,6043,12545,11654,16136,1198,5587,11791,15544,2175,3,0.6666666666666666,1.0,13.652054794520549,35,30-39
" Sawyer, Cedric     ",9013972542,1,0,3,37.68,14,MA,1968-07-06,2010-01-05,,N/A - still employed,Active,6,Glassdoor,Fully Meets,5,15817,4891,19243,5200,3333,15840,18693,13416,12048,9845,18946,8486,3,0.6666666666666666,1.0,14.695890410958905,56,50-59
" Lam, Caiden     ",9009532541,1,0,3,37.68,14,MA,1985-09-05,2012-05-09,,N/A - still employed,Active,6,Glassdoor,Fully Meets,5,5455,18425,7622,8522,13719,16475,14365,7081,3171,17590,11355,1632,3,0.6666666666666666,1.0,12.353424657534246,39,30-39
" Hawkins, Isla     ",9060022540,0,0,3,37.68,13,MA,1970-07-09,2014-05-01,,N/A - still employed,Active,6,Glassdoor,Fully Meets,5,4387,9690,10615,8706,7022,18170,13251,14026,2002,1800,9952,1164,3,0.6666666666666666,1.0,10.375342465753425,54,50-59
